func_id,language,source_repo,file,func_name,cc,nloc,params,start_line,end_line,raw_source_path
J2-025,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/DateTimeComparator.java,DateTimeComparator::getInstance,7,12,2,105,116,processed_dataset/java_functions/J2-025.java
J2-026,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/Minutes.java,Minutes::minutes,7,18,1,71,88,processed_dataset/java_functions/J2-026.java
J2-027,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/Seconds.java,Seconds::seconds,7,18,1,71,88,processed_dataset/java_functions/J2-027.java
J2-028,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/Weeks.java,Weeks::weeks,7,18,1,71,88,processed_dataset/java_functions/J2-028.java
J2-029,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/Years.java,Years::years,7,18,1,71,88,processed_dataset/java_functions/J2-029.java
J2-030,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/IslamicChronology.java,IslamicChronology::getInstance,7,35,2,190,226,processed_dataset/java_functions/J2-030.java
J2-031,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/LimitChronology.java,LimitChronology::getInstance,7,14,3,65,81,processed_dataset/java_functions/J2-031.java
J2-032,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/format/FormatUtils.java,FormatUtils::appendPaddedInteger,7,26,3,144,169,processed_dataset/java_functions/J2-032.java
J2-033,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/format/FormatUtils.java,FormatUtils::writePaddedInteger,7,26,3,238,263,processed_dataset/java_functions/J2-033.java
J2-034,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/format/FormatUtils.java,FormatUtils::calculateDigitCount,7,15,1,409,423,processed_dataset/java_functions/J2-034.java
J2-035,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/DateTimeZone.java,DateTimeZone::getDefault,8,25,0,164,190,processed_dataset/java_functions/J2-035.java
J2-036,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/Period.java,Period::fieldDifference,8,21,2,259,279,processed_dataset/java_functions/J2-036.java
J2-037,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/CopticChronology.java,CopticChronology::getInstance,8,40,2,117,158,processed_dataset/java_functions/J2-037.java
J2-038,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/EthiopicChronology.java,EthiopicChronology::getInstance,8,40,2,117,159,processed_dataset/java_functions/J2-038.java
J2-039,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/GregorianChronology.java,GregorianChronology::getInstance,8,36,2,109,144,processed_dataset/java_functions/J2-039.java
J2-040,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/chrono/JulianChronology.java,JulianChronology::getInstance,8,36,2,123,158,processed_dataset/java_functions/J2-040.java
J2-041,java,apache/commons-cli,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/help/TextHelpAppendable.java,TextHelpAppendable::indexOfWrap,8,22,3,75,101,processed_dataset/java_functions/J2-041.java
J2-042,java,apache/commons-math,data-research/raw/commons-math/commons-math-core/src/main/java/org/apache/commons/math4/core/jdkmath/AccurateMath.java,AccurateMath::tanh,8,74,1,575,692,processed_dataset/java_functions/J2-042.java
J2-043,java,apache/commons-math,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/distribution/fitting/MultivariateNormalMixtureExpectationMaximization.java,MultivariateNormalMixtureExpectationMaximization::estimate,8,45,2,302,371,processed_dataset/java_functions/J2-043.java
J2-044,java,google/gson,data-research/raw/gson/gson/src/main/java/com/google/gson/reflect/TypeToken.java,TypeToken::getParameterized,8,47,2,385,444,processed_dataset/java_functions/J2-044.java
J2-045,java,google/gson,data-research/raw/gson/gson/src/main/java/com/google/gson/internal/Primitives.java,Primitives::isWrapperType,9,11,1,41,51,processed_dataset/java_functions/J2-045.java
J2-046,java,jfree/jfreechart,data-research/raw/jfreechart/src/main/java/org/jfree/chart/internal/SerialUtils.java,SerialUtils::writeShape,9,59,2,377,438,processed_dataset/java_functions/J2-046.java
J2-047,java,jfree/jfreechart,data-research/raw/jfreechart/src/main/java/org/jfree/chart/text/TextUtils.java,TextUtils::createTextBlock,9,39,6,152,192,processed_dataset/java_functions/J2-047.java
J2-048,java,jfree/jfreechart,data-research/raw/jfreechart/src/main/java/org/jfree/data/general/DatasetUtils.java,DatasetUtils::createConsolidatedPieDataset,9,37,4,239,283,processed_dataset/java_functions/J2-048.java
J2-049,java,jfree/jfreechart,data-research/raw/jfreechart/src/main/java/org/jfree/data/json/JSONUtils.java,JSONUtils::writeKeyedValues2D,9,48,2,149,197,processed_dataset/java_functions/J2-049.java
J2-050,java,jhy/jsoup,data-research/raw/jsoup/src/main/java/org/jsoup/helper/W3CDom.java,W3CDom::asString,9,26,2,120,149,processed_dataset/java_functions/J2-050.java
J2-051,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/Interval.java,Interval::parseWithOffset,10,39,1,106,149,processed_dataset/java_functions/J2-051.java
J2-052,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/field/FieldUtils.java,FieldUtils::safeMultiply,10,16,2,165,180,processed_dataset/java_functions/J2-052.java
J2-053,java,apache/commons-cli,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/PatternOptionBuilder.java,PatternOptionBuilder::getValueType,10,23,1,132,155,processed_dataset/java_functions/J2-053.java
J2-054,java,apache/commons-cli,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/PatternOptionBuilder.java,PatternOptionBuilder::isValueCode,10,3,1,163,165,processed_dataset/java_functions/J2-054.java
J2-055,java,apache/commons-collections,data-research/raw/commons-collections/src/main/java/org/apache/commons/collections4/functors/InstantiateFactory.java,InstantiateFactory::instantiateFactory,10,14,3,51,65,processed_dataset/java_functions/J2-055.java
J2-056,java,apache/commons-collections,data-research/raw/commons-collections/src/main/java/org/apache/commons/collections4/functors/InstantiateTransformer.java,InstantiateTransformer::instantiateTransformer,10,12,2,62,74,processed_dataset/java_functions/J2-056.java
J2-057,java,apache/commons-collections,data-research/raw/commons-collections/src/main/java/org/apache/commons/collections4/functors/InvokerTransformer.java,InvokerTransformer::invokerTransformer,10,13,3,67,79,processed_dataset/java_functions/J2-057.java
J2-058,java,apache/commons-math,data-research/raw/commons-math/commons-math-core/src/main/java/org/apache/commons/math4/core/jdkmath/AccurateMath.java,AccurateMath::sinh,10,84,1,451,569,processed_dataset/java_functions/J2-058.java
J2-059,java,apache/commons-math,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/linear/MatrixUtils.java,MatrixUtils::solveLowerTriangularSystem,10,25,2,818,842,processed_dataset/java_functions/J2-059.java
J2-060,java,apache/commons-math,data-research/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/linear/MatrixUtils.java,MatrixUtils::solveUpperTriangularSystem,10,25,2,863,887,processed_dataset/java_functions/J2-060.java
P2-001,python,pallets/flask,data/raw/flask/src/flask/app.py,raise_routing_exception,5,10,2,562,588,processed_dataset/python_functions/P2-001.py
P2-002,python,pallets/flask,data/raw/flask/src/flask/app.py,update_template_context,5,12,3,590,618,processed_dataset/python_functions/P2-002.py
P2-003,python,pallets/flask,data/raw/flask/src/flask/cli.py,locate_app,5,20,3,241,264,processed_dataset/python_functions/P2-003.py
P2-004,python,pallets/flask,data/raw/flask/src/flask/cli.py,_env_file_callback,5,15,3,493,512,processed_dataset/python_functions/P2-004.py
P2-005,python,pallets/flask,data/raw/flask/src/flask/cli.py,run_command,5,37,9,935,993,processed_dataset/python_functions/P2-005.py
P2-006,python,pallets/flask,data/raw/flask/src/flask/cli.py,shell_command,5,24,0,1001,1045,processed_dataset/python_functions/P2-006.py
P2-007,python,pallets/flask,data/raw/flask/src/flask/logging.py,has_level_handler,5,10,1,31,47,processed_dataset/python_functions/P2-007.py
P2-008,python,pallets/flask,data/raw/flask/src/flask/sansio/scaffold.py,find_package,5,14,1,754,792,processed_dataset/python_functions/P2-008.py
P2-009,python,psf/requests,data/raw/requests/src/requests/__init__.py,check_compatibility,5,28,3,60,96,processed_dataset/python_functions/P2-009.py
P2-010,python,psf/requests,data/raw/requests/src/requests/auth.py,_basic_auth_str,5,27,2,34,75,processed_dataset/python_functions/P2-010.py
P2-011,python,psf/requests,data/raw/requests/src/requests/cookies.py,morsel_to_cookie,5,25,1,531,557,processed_dataset/python_functions/P2-011.py
P2-012,python,psf/requests,data/raw/requests/src/requests/sessions.py,merge_hooks,5,10,3,108,124,processed_dataset/python_functions/P2-012.py
P2-013,python,psf/requests,data/raw/requests/src/requests/utils.py,guess_filename,5,4,1,283,287,processed_dataset/python_functions/P2-013.py
P2-014,python,psf/requests,data/raw/requests/src/requests/utils.py,unquote_header_value,5,6,2,475,497,processed_dataset/python_functions/P2-014.py
P2-015,python,psf/requests,data/raw/requests/src/requests/utils.py,get_encoding_from_headers,5,11,1,569,591,processed_dataset/python_functions/P2-015.py
P2-016,python,psf/requests,data/raw/requests/src/requests/utils.py,stream_decode_response_unicode,5,14,2,594,610,processed_dataset/python_functions/P2-016.py
P2-017,python,psf/requests,data/raw/requests/src/requests/utils.py,set_environ,5,14,2,788,807,processed_dataset/python_functions/P2-017.py
P2-018,python,psf/requests,data/raw/requests/src/requests/utils.py,select_proxy,5,17,2,885,908,processed_dataset/python_functions/P2-018.py
P2-019,python,psf/requests,data/raw/requests/src/requests/utils.py,resolve_proxies,5,16,3,911,939,processed_dataset/python_functions/P2-019.py
P2-020,python,psf/requests,data/raw/requests/src/requests/utils.py,prepend_scheme_if_needed,5,14,2,1040,1067,processed_dataset/python_functions/P2-020.py
P2-021,python,psf/requests,data/raw/requests/src/requests/utils.py,_validate_header_part,5,20,3,1098,1119,processed_dataset/python_functions/P2-021.py
P2-022,python,pallets/flask,data/raw/flask/src/flask/cli.py,prepare_import,6,16,1,200,226,processed_dataset/python_functions/P2-022.py
P2-023,python,pallets/flask,data/raw/flask/src/flask/helpers.py,get_flashed_messages,6,12,2,360,399,processed_dataset/python_functions/P2-023.py
P2-024,python,pallets/flask,data/raw/flask/src/flask/json/provider.py,_default,6,10,1,108,121,processed_dataset/python_functions/P2-024.py
P2-025,python,psf/requests,data/raw/requests/src/requests/cookies.py,merge_cookies,6,14,2,604,625,processed_dataset/python_functions/P2-025.py
P2-026,python,psf/requests,data/raw/requests/src/requests/help.py,_implementation,6,18,0,35,64,processed_dataset/python_functions/P2-026.py
P2-027,python,psf/requests,data/raw/requests/src/requests/help.py,info,6,52,0,67,123,processed_dataset/python_functions/P2-027.py
P2-028,python,psf/requests,data/raw/requests/src/requests/hooks.py,dispatch_hook,6,16,4,32,48,processed_dataset/python_functions/P2-028.py
P2-029,python,psf/requests,data/raw/requests/src/requests/status_codes.py,_init,6,13,0,109,125,processed_dataset/python_functions/P2-029.py
P2-030,python,psf/requests,data/raw/requests/src/requests/utils.py,get_unicode_from_response,6,22,1,633,671,processed_dataset/python_functions/P2-030.py
P2-031,python,psf/requests,data/raw/requests/src/requests/utils.py,unquote_unreserved,6,16,1,680,701,processed_dataset/python_functions/P2-031.py
P2-032,python,psf/requests,data/raw/requests/src/requests/utils.py,is_valid_cidr,6,15,1,763,784,processed_dataset/python_functions/P2-032.py
P2-033,python,psf/requests,data/raw/requests/src/requests/utils.py,parse_header_links,6,20,1,965,999,processed_dataset/python_functions/P2-033.py
P2-034,python,pallets/flask,data/raw/flask/src/flask/app.py,create_url_adapter,7,21,2,509,560,processed_dataset/python_functions/P2-034.py
P2-035,python,pallets/flask,data/raw/flask/src/flask/app.py,handle_user_exception,7,13,3,865,895,processed_dataset/python_functions/P2-035.py
P2-036,python,pallets/flask,data/raw/flask/src/flask/config.py,from_prefixed_env,7,24,4,126,185,processed_dataset/python_functions/P2-036.py
P2-037,python,pallets/flask,data/raw/flask/src/flask/ctx.py,pop,7,29,2,446,504,processed_dataset/python_functions/P2-037.py
P2-038,python,pallets/flask,data/raw/flask/src/flask/json/provider.py,_prepare_response_obj,7,10,3,75,87,processed_dataset/python_functions/P2-038.py
P2-039,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,_find_error_handler,7,15,3,868,891,processed_dataset/python_functions/P2-039.py
P2-040,python,pallets/flask,data/raw/flask/src/flask/testing.py,open,7,34,5,204,247,processed_dataset/python_functions/P2-040.py
P2-041,python,pallets/flask,data/raw/flask/src/flask/views.py,__init_subclass__,7,12,2,165,180,processed_dataset/python_functions/P2-041.py
P2-042,python,psf/requests,data/raw/requests/src/requests/adapters.py,_urllib3_request_context,7,32,4,85,119,processed_dataset/python_functions/P2-042.py
P2-043,python,psf/requests,data/raw/requests/src/requests/cookies.py,cookiejar_from_dict,7,13,3,579,601,processed_dataset/python_functions/P2-043.py
P2-044,python,pallets/flask,data/raw/flask/src/flask/app.py,preprocess_request,8,14,2,1366,1392,processed_dataset/python_functions/P2-044.py
P2-045,python,pallets/flask,data/raw/flask/src/flask/app.py,wsgi_app,8,26,3,1566,1616,processed_dataset/python_functions/P2-045.py
P2-046,python,pallets/flask,data/raw/flask/src/flask/cli.py,load_app,8,30,1,333,372,processed_dataset/python_functions/P2-046.py
P2-047,python,pallets/flask,data/raw/flask/src/flask/debughelpers.py,_dump_loader_info,8,15,1,107,121,processed_dataset/python_functions/P2-047.py
P2-048,python,psf/requests,data/raw/requests/src/requests/cookies.py,remove_cookie_by_name,8,14,4,164,182,processed_dataset/python_functions/P2-048.py
P2-049,python,psf/requests,data/raw/requests/src/requests/models.py,json,8,14,2,1091,1124,processed_dataset/python_functions/P2-049.py
P2-050,python,psf/requests,data/raw/requests/src/requests/sessions.py,merge_setting,8,17,3,76,105,processed_dataset/python_functions/P2-050.py
P2-051,python,psf/requests,data/raw/requests/src/requests/utils.py,extract_zipped_paths,8,21,1,290,325,processed_dataset/python_functions/P2-051.py
P2-052,python,pallets/flask,data/raw/flask/src/flask/cli.py,_validate_key,9,27,3,828,864,processed_dataset/python_functions/P2-052.py
P2-053,python,pallets/flask,data/raw/flask/src/flask/helpers.py,get_root_path,9,30,1,587,641,processed_dataset/python_functions/P2-053.py
P2-054,python,psf/requests,data/raw/requests/src/requests/cookies.py,_find_no_duplicates,9,16,4,423,452,processed_dataset/python_functions/P2-054.py
P2-055,python,psf/requests,data/raw/requests/src/requests/models.py,iter_lines,9,23,4,994,1032,processed_dataset/python_functions/P2-055.py
P2-056,python,psf/requests,data/raw/requests/src/requests/sessions.py,merge_environment_settings,9,25,6,831,868,processed_dataset/python_functions/P2-056.py
P2-057,python,pallets/flask,data/raw/flask/src/flask/app.py,__init_subclass__,10,42,2,254,308,processed_dataset/python_functions/P2-057.py
P2-058,python,pallets/flask,data/raw/flask/src/flask/sansio/scaffold.py,_find_package_path,10,27,1,709,751,processed_dataset/python_functions/P2-058.py
P2-059,python,pallets/flask,data/raw/flask/src/flask/testing.py,__init__,10,32,8,49,86,processed_dataset/python_functions/P2-059.py
P2-060,python,psf/requests,data/raw/requests/src/requests/sessions.py,should_strip_auth,10,22,3,154,184,processed_dataset/python_functions/P2-060.py
