func_id,language,source_repo,file,func_name,cc,nloc,params,start_line,end_line,raw_source_path
JA-040,java,apache/commons-cli,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java,OptionComparator::appendWrappedText,8,29,4,507,537,data-research/java_functions/JA-040.java
JA-041,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/DateTimeZone.java,DateTimeZone::getDefaultProvider,9,37,0,535,578,data-research/java_functions/JA-041.java
JA-042,java,apache/commons-cli,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/DefaultParser.java,NonOptionAction::handleUnknownToken,9,12,1,646,657,data-research/java_functions/JA-042.java
JA-043,java,apache/commons-collections,data-research/raw/commons-collections/src/main/java/org/apache/commons/collections4/CollectionUtils.java,SetOperationCardinalityHelper::get,9,34,2,1064,1097,data-research/java_functions/JA-043.java
JA-044,java,apache/commons-csv,data-research/raw/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java,CSVPrinter::printComment,9,33,1,229,262,data-research/java_functions/JA-044.java
JA-045,java,apache/commons-math,data-research/raw/commons-math/commons-math-core/src/main/java/org/apache/commons/math4/core/jdkmath/AccurateMath.java,AccurateMath::expm1,9,93,2,977,1115,data-research/java_functions/JA-045.java
JA-046,java,google/gson,data-research/raw/gson/gson/src/main/java/com/google/gson/Gson.java,Gson::getAdapter,9,47,1,340,399,data-research/java_functions/JA-046.java
JA-047,java,jfree/jfreechart,data-research/raw/jfreechart/src/main/java/org/jfree/chart/annotations/CategoryLineAnnotation.java,CategoryLineAnnotation::equals,9,28,1,335,362,data-research/java_functions/JA-047.java
JA-048,java,jhy/jsoup,data-research/raw/jsoup/src/main/java/org/jsoup/examples/HtmlToPlainText.java,FormattingVisitor::append,9,26,1,100,126,data-research/java_functions/JA-048.java
JA-049,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/DateTimeZone.java,DateTimeZone::getOffsetFromLocal,9,30,1,955,992,data-research/java_functions/JA-049.java
JA-050,java,apache/commons-cli,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/HelpFormatter.java,OptionComparator::appendOption,9,17,3,363,381,data-research/java_functions/JA-050.java
JA-051,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/DateTimeZone.java,DateTimeZone::convertLocalToUTC,10,28,2,1053,1094,data-research/java_functions/JA-051.java
JA-052,java,apache/commons-cli,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/PatternOptionBuilder.java,PatternOptionBuilder::getValueType,10,23,1,132,155,data-research/java_functions/JA-052.java
JA-053,java,apache/commons-collections,data-research/raw/commons-collections/src/main/java/org/apache/commons/collections4/CollectionUtils.java,SetOperationCardinalityHelper::size,10,30,1,1859,1888,data-research/java_functions/JA-053.java
JA-054,java,apache/commons-csv,data-research/raw/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java,ExtendedBufferedReader::read,10,12,0,208,219,data-research/java_functions/JA-054.java
JA-055,java,apache/commons-math,data-research/raw/commons-math/commons-math-core/src/main/java/org/apache/commons/math4/core/jdkmath/AccurateMath.java,AccurateMath::sinh,10,84,1,451,569,data-research/java_functions/JA-055.java
JA-056,java,google/gson,data-research/raw/gson/gson/src/main/java/com/google/gson/Gson.java,Gson::fromJson,10,42,2,1085,1134,data-research/java_functions/JA-056.java
JA-057,java,jfree/jfreechart,data-research/raw/jfreechart/src/main/java/org/jfree/chart/StandardChartTheme.java,StandardChartTheme::applyToTitle,10,35,1,1063,1097,data-research/java_functions/JA-057.java
JA-058,java,jhy/jsoup,data-research/raw/jsoup/src/main/java/org/jsoup/helper/HttpConnection.java,Response::implWritePost,10,51,3,1269,1321,data-research/java_functions/JA-058.java
JA-059,java,JodaOrg/joda-time,data-research/raw/joda-time/src/main/java/org/joda/time/Interval.java,Interval::parseWithOffset,10,39,1,106,149,data-research/java_functions/JA-059.java
JA-060,java,apache/commons-cli,data-research/raw/commons-cli/src/main/java/org/apache/commons/cli/PatternOptionBuilder.java,PatternOptionBuilder::isValueCode,10,3,1,163,165,data-research/java_functions/JA-060.java
PY-001,python,pallets/flask,data/raw/flask/src/flask/app.py,raise_routing_exception,5,10,2,562,588,data-research/python_functions/PY-001.py
PY-002,python,pallets/flask,data/raw/flask/src/flask/app.py,update_template_context,5,12,3,590,618,data-research/python_functions/PY-002.py
PY-003,python,pallets/flask,data/raw/flask/src/flask/app.py,full_dispatch_request,5,19,2,992,1019,data-research/python_functions/PY-003.py
PY-004,python,pallets/flask,data/raw/flask/src/flask/cli.py,locate_app,5,20,3,241,264,data-research/python_functions/PY-004.py
PY-005,python,pallets/flask,data/raw/flask/src/flask/cli.py,_env_file_callback,5,15,3,493,512,data-research/python_functions/PY-005.py
PY-006,python,pallets/flask,data/raw/flask/src/flask/cli.py,__init__,5,25,7,563,598,data-research/python_functions/PY-006.py
PY-007,python,pallets/flask,data/raw/flask/src/flask/cli.py,get_command,5,14,3,609,634,data-research/python_functions/PY-007.py
PY-008,python,pallets/flask,data/raw/flask/src/flask/cli.py,parse_args,5,7,3,678,688,data-research/python_functions/PY-008.py
PY-009,python,pallets/flask,data/raw/flask/src/flask/cli.py,run_command,5,37,9,935,993,data-research/python_functions/PY-009.py
PY-010,python,pallets/flask,data/raw/flask/src/flask/cli.py,shell_command,5,24,0,1001,1045,data-research/python_functions/PY-010.py
PY-011,python,pallets/flask,data/raw/flask/src/flask/app.py,handle_exception,6,17,3,897,948,data-research/python_functions/PY-011.py
PY-012,python,pallets/flask,data/raw/flask/src/flask/app.py,process_response,6,10,3,1394,1418,data-research/python_functions/PY-012.py
PY-013,python,pallets/flask,data/raw/flask/src/flask/cli.py,prepare_import,6,16,1,200,226,data-research/python_functions/PY-013.py
PY-014,python,pallets/flask,data/raw/flask/src/flask/cli.py,convert,6,29,4,791,825,data-research/python_functions/PY-014.py
PY-015,python,pallets/flask,data/raw/flask/src/flask/helpers.py,get_flashed_messages,6,12,2,360,399,data-research/python_functions/PY-015.py
PY-016,python,pallets/flask,data/raw/flask/src/flask/json/provider.py,_default,6,10,1,108,121,data-research/python_functions/PY-016.py
PY-017,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,trap_http_exception,6,13,2,893,926,data-research/python_functions/PY-017.py
PY-018,python,pallets/flask,data/raw/flask/src/flask/sansio/blueprints.py,_merge_blueprint_funcs,6,23,3,379,410,data-research/python_functions/PY-018.py
PY-019,python,pallets/flask,data/raw/flask/src/flask/sansio/blueprints.py,add_url_rule,6,21,6,413,441,data-research/python_functions/PY-019.py
PY-020,python,pallets/flask,data/raw/flask/src/flask/sansio/scaffold.py,_get_exc_class_and_code,6,31,1,657,698,data-research/python_functions/PY-020.py
PY-021,python,pallets/flask,data/raw/flask/src/flask/app.py,create_url_adapter,7,21,2,509,560,data-research/python_functions/PY-021.py
PY-022,python,pallets/flask,data/raw/flask/src/flask/app.py,handle_user_exception,7,13,3,865,895,data-research/python_functions/PY-022.py
PY-023,python,pallets/flask,data/raw/flask/src/flask/config.py,from_prefixed_env,7,24,4,126,185,data-research/python_functions/PY-023.py
PY-024,python,pallets/flask,data/raw/flask/src/flask/ctx.py,pop,7,29,2,446,504,data-research/python_functions/PY-024.py
PY-025,python,pallets/flask,data/raw/flask/src/flask/json/provider.py,_prepare_response_obj,7,10,3,75,87,data-research/python_functions/PY-025.py
PY-026,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,_find_error_handler,7,15,3,868,891,data-research/python_functions/PY-026.py
PY-027,python,pallets/flask,data/raw/flask/src/flask/testing.py,open,7,34,5,204,247,data-research/python_functions/PY-027.py
PY-028,python,pallets/flask,data/raw/flask/src/flask/views.py,__init_subclass__,7,12,2,165,180,data-research/python_functions/PY-028.py
PY-029,python,psf/requests,data/raw/requests/src/requests/adapters.py,_urllib3_request_context,7,32,4,85,119,data-research/python_functions/PY-029.py
PY-030,python,psf/requests,data/raw/requests/src/requests/auth.py,handle_401,7,29,3,273,319,data-research/python_functions/PY-030.py
PY-031,python,pallets/flask,data/raw/flask/src/flask/app.py,preprocess_request,8,14,2,1366,1392,data-research/python_functions/PY-031.py
PY-032,python,pallets/flask,data/raw/flask/src/flask/app.py,wsgi_app,8,26,3,1566,1616,data-research/python_functions/PY-032.py
PY-033,python,pallets/flask,data/raw/flask/src/flask/cli.py,load_app,8,30,1,333,372,data-research/python_functions/PY-033.py
PY-034,python,pallets/flask,data/raw/flask/src/flask/debughelpers.py,_dump_loader_info,8,15,1,107,121,data-research/python_functions/PY-034.py
PY-035,python,psf/requests,data/raw/requests/src/requests/cookies.py,remove_cookie_by_name,8,14,4,164,182,data-research/python_functions/PY-035.py
PY-036,python,psf/requests,data/raw/requests/src/requests/models.py,iter_content.generate,8,19,0,935,956,data-research/python_functions/PY-036.py
PY-037,python,psf/requests,data/raw/requests/src/requests/models.py,json,8,14,2,1091,1124,data-research/python_functions/PY-037.py
PY-038,python,psf/requests,data/raw/requests/src/requests/sessions.py,merge_setting,8,17,3,76,105,data-research/python_functions/PY-038.py
PY-039,python,psf/requests,data/raw/requests/src/requests/utils.py,extract_zipped_paths,8,21,1,290,325,data-research/python_functions/PY-039.py
PY-040,python,pallets/flask,data/raw/flask/src/flask/cli.py,_validate_key,9,27,3,828,864,data-research/python_functions/PY-040.py
PY-041,python,pallets/flask,data/raw/flask/src/flask/helpers.py,get_root_path,9,30,1,587,641,data-research/python_functions/PY-041.py
PY-042,python,psf/requests,data/raw/requests/src/requests/cookies.py,_find_no_duplicates,9,16,4,423,452,data-research/python_functions/PY-042.py
PY-043,python,psf/requests,data/raw/requests/src/requests/models.py,iter_lines,9,23,4,994,1032,data-research/python_functions/PY-043.py
PY-044,python,psf/requests,data/raw/requests/src/requests/sessions.py,merge_environment_settings,9,25,6,831,868,data-research/python_functions/PY-044.py
PY-045,python,psf/requests,data/raw/requests/src/requests/utils.py,proxy_bypass_registry,9,28,1,99,135,data-research/python_functions/PY-045.py
PY-046,python,pallets/flask,data/raw/flask/src/flask/app.py,__init_subclass__,10,42,2,254,308,data-research/python_functions/PY-046.py
PY-047,python,pallets/flask,data/raw/flask/src/flask/sansio/scaffold.py,_find_package_path,10,27,1,709,751,data-research/python_functions/PY-047.py
PY-048,python,pallets/flask,data/raw/flask/src/flask/testing.py,__init__,10,32,8,49,86,data-research/python_functions/PY-048.py
PY-049,python,psf/requests,data/raw/requests/src/requests/sessions.py,should_strip_auth,10,22,3,154,184,data-research/python_functions/PY-049.py
PY-050,python,pallets/flask,data/raw/flask/src/flask/config.py,from_file,5,17,5,256,302,data-research/python_functions/PY-050.py
PY-051,python,pallets/flask,data/raw/flask/src/flask/config.py,get_namespace,5,15,4,323,364,data-research/python_functions/PY-051.py
PY-052,python,pallets/flask,data/raw/flask/src/flask/json/tag.py,register,5,16,4,256,287,data-research/python_functions/PY-052.py
PY-053,python,pallets/flask,data/raw/flask/src/flask/json/tag.py,_untag_scan,5,7,2,309,319,data-research/python_functions/PY-053.py
PY-054,python,pallets/flask,data/raw/flask/src/flask/logging.py,has_level_handler,5,10,1,31,47,data-research/python_functions/PY-054.py
PY-055,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,inject_url_defaults,5,10,3,960,979,data-research/python_functions/PY-055.py
PY-056,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,handle_url_build_error,5,14,4,981,1013,data-research/python_functions/PY-056.py
PY-057,python,pallets/flask,data/raw/flask/src/flask/sansio/blueprints.py,add_url_rule,5,25,5,87,116,data-research/python_functions/PY-057.py
PY-058,python,pallets/flask,data/raw/flask/src/flask/sansio/scaffold.py,find_package,5,14,1,754,792,data-research/python_functions/PY-058.py
PY-059,python,pallets/flask,data/raw/flask/src/flask/sessions.py,save_session,5,41,4,337,385,data-research/python_functions/PY-059.py
PY-060,python,pallets/flask,data/raw/flask/src/flask/templating.py,_get_source_explained,5,19,3,64,86,data-research/python_functions/PY-060.py
