func_id,language,source_repo,file,func_name,cc,nloc,params,start_line,end_line,raw_source_path
HJ-015,java,apache/commons-collections,data/raw/commons-collections/src/main/java/org/apache/commons/collections4/list/TreeList.java,AVLNode::balance,8,20,0,288,307,data-research/java_functions/HJ-015.java
HJ-016,java,apache/commons-csv,data/raw/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java,ExtendedBufferedReader::getLineNumber,5,6,0,181,187,data-research/java_functions/HJ-016.java
HJ-017,java,jfree/jfreechart,data/raw/jfreechart/src/main/java/org/jfree/data/statistics/HistogramBin.java,HistogramBin::equals,6,16,1,134,149,data-research/java_functions/HJ-017.java
HJ-018,java,apache/commons-math,data/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/ml/clustering/MiniBatchKMeansClusterer.java,MiniBatchKMeansClusterer::MiniBatchKMeansClusterer,5,27,9,67,95,data-research/java_functions/HJ-018.java
HJ-019,java,jhy/jsoup,data/raw/jsoup/src/main/java/org/jsoup/parser/XmlTreeBuilder.java,XmlTreeBuilder::initialiseParseFragment,5,16,1,62,81,data-research/java_functions/HJ-019.java
HJ-020,java,JodaOrg/joda-time,data/raw/joda-time/src/main/java/org/joda/time/tz/DateTimeZoneBuilder.java,Rule::next,5,23,3,875,907,data-research/java_functions/HJ-020.java
HJ-021,java,google/gson,data/raw/gson/gson/src/main/java/com/google/gson/internal/bind/TreeTypeAdapter.java,SingleTypeFactory::SingleTypeFactory,5,16,4,160,175,data-research/java_functions/HJ-021.java
HJ-022,java,apache/commons-cli,data/raw/commons-cli/src/main/java/org/apache/commons/cli/OptionValidator.java,OptionValidator::validate,7,22,1,122,145,data-research/java_functions/HJ-022.java
HJ-023,java,apache/commons-collections,data/raw/commons-collections/src/main/java/org/apache/commons/collections4/list/AbstractLinkedListJava21.java,Node::toString,5,19,0,1105,1124,data-research/java_functions/HJ-023.java
HJ-024,java,apache/commons-csv,data/raw/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java,Headers::addRecordValue,5,7,1,581,589,data-research/java_functions/HJ-024.java
HJ-025,java,jfree/jfreechart,data/raw/jfreechart/src/main/java/org/jfree/data/xy/DefaultXYZDataset.java,DefaultXYZDataset::equals,8,32,1,350,381,data-research/java_functions/HJ-025.java
HJ-026,java,apache/commons-math,data/raw/commons-math/commons-math-legacy/src/main/java/org/apache/commons/math4/legacy/analysis/polynomials/PolynomialSplineFunction.java,PolynomialSplineFunction::PolynomialSplineFunction,5,21,2,99,120,data-research/java_functions/HJ-026.java
HJ-027,java,jhy/jsoup,data/raw/jsoup/src/main/java/org/jsoup/parser/TokeniserState.java,TokeniserState::read,5,25,2,465,489,data-research/java_functions/HJ-027.java
HJ-028,java,JodaOrg/joda-time,data/raw/joda-time/src/main/java/org/joda/time/LocalDate.java,LocalDate::compareTo,6,13,1,683,697,data-research/java_functions/HJ-028.java
HJ-029,java,google/gson,data/raw/gson/gson/src/main/java/com/google/gson/internal/bind/JsonAdapterAnnotationTypeAdapterFactory.java,DummyTypeAdapterFactory::isClassJsonAdapterFactory,5,23,2,168,203,data-research/java_functions/HJ-029.java
HJ-030,java,apache/commons-cli,data/raw/commons-cli/src/main/java/org/apache/commons/cli/help/OptionFormatter.java,Builder::OptionFormatter,5,21,2,353,373,data-research/java_functions/HJ-030.java
HP-001,python,psf/requests,data/raw/requests/src/requests/utils.py,_validate_header_part,5,20,3,1098,1119,data-research/python_functions/HP-001.py
HP-002,python,pallets/flask,data/raw/flask/src/flask/wrappers.py,_load_form_data,5,10,1,197,210,data-research/python_functions/HP-002.py
HP-003,python,psf/requests,data/raw/requests/src/requests/models.py,register_hook,6,11,3,257,270,data-research/python_functions/HP-003.py
HP-004,python,pallets/flask,data/raw/flask/src/flask/templating.py,list_templates,5,11,1,108,120,data-research/python_functions/HP-004.py
HP-005,python,psf/requests,data/raw/requests/src/requests/adapters.py,request_url,5,15,3,565,597,data-research/python_functions/HP-005.py
HP-006,python,psf/requests,data/raw/requests/src/requests/sessions.py,rebuild_proxies,6,18,3,334,368,data-research/python_functions/HP-006.py
HP-007,python,psf/requests,data/raw/requests/src/requests/models.py,iter_content,7,20,3,914,977,data-research/python_functions/HP-007.py
HP-008,python,psf/requests,data/raw/requests/src/requests/models.py,raise_for_status,6,19,1,1144,1171,data-research/python_functions/HP-008.py
HP-009,python,psf/requests,data/raw/requests/src/requests/utils.py,guess_filename,5,4,1,283,287,data-research/python_functions/HP-009.py
HP-010,python,psf/requests,data/raw/requests/src/requests/sessions.py,merge_hooks,5,10,3,108,124,data-research/python_functions/HP-010.py
HP-011,python,psf/requests,data/raw/requests/src/requests/utils.py,stream_decode_response_unicode,5,14,2,594,610,data-research/python_functions/HP-011.py
HP-012,python,psf/requests,data/raw/requests/src/requests/utils.py,select_proxy,5,17,2,885,908,data-research/python_functions/HP-012.py
HP-013,python,psf/requests,data/raw/requests/src/requests/hooks.py,dispatch_hook,6,16,4,32,48,data-research/python_functions/HP-013.py
HP-014,python,psf/requests,data/raw/requests/src/requests/__init__.py,check_compatibility,5,28,3,60,96,data-research/python_functions/HP-014.py
HP-015,python,psf/requests,data/raw/requests/src/requests/status_codes.py,_init,6,13,0,109,125,data-research/python_functions/HP-015.py
HP-016,python,psf/requests,data/raw/requests/src/requests/cookies.py,cookiejar_from_dict,7,13,3,579,601,data-research/python_functions/HP-016.py
HP-017,python,psf/requests,data/raw/requests/src/requests/utils.py,is_valid_cidr,6,15,1,763,784,data-research/python_functions/HP-017.py
HP-018,python,psf/requests,data/raw/requests/src/requests/utils.py,set_environ,5,14,2,788,807,data-research/python_functions/HP-018.py
HP-019,python,psf/requests,data/raw/requests/src/requests/utils.py,parse_header_links,6,20,1,965,999,data-research/python_functions/HP-019.py
HP-020,python,psf/requests,data/raw/requests/src/requests/models.py,prepare_content_length,5,10,2,654,668,data-research/python_functions/HP-020.py
HP-021,python,psf/requests,data/raw/requests/src/requests/utils.py,get_encoding_from_headers,5,11,1,569,591,data-research/python_functions/HP-021.py
HP-022,python,psf/requests,data/raw/requests/src/requests/sessions.py,rebuild_method,7,11,3,370,392,data-research/python_functions/HP-022.py
HP-023,python,psf/requests,data/raw/requests/src/requests/cookies.py,morsel_to_cookie,5,25,1,531,557,data-research/python_functions/HP-023.py
HP-024,python,psf/requests,data/raw/requests/src/requests/utils.py,get_unicode_from_response,6,22,1,633,671,data-research/python_functions/HP-024.py
HP-025,python,psf/requests,data/raw/requests/src/requests/help.py,info,6,52,0,67,123,data-research/python_functions/HP-025.py
HP-026,python,psf/requests,data/raw/requests/src/requests/models.py,__init__,7,30,11,323,355,data-research/python_functions/HP-026.py
HP-027,python,psf/requests,data/raw/requests/src/requests/models.py,content,6,10,1,1035,1051,data-research/python_functions/HP-027.py
HP-028,python,psf/requests,data/raw/requests/src/requests/models.py,prepare_auth,6,16,3,670,697,data-research/python_functions/HP-028.py
HP-029,python,psf/requests,data/raw/requests/src/requests/models.py,text,5,12,1,1054,1089,data-research/python_functions/HP-029.py
HP-030,python,psf/requests,data/raw/requests/src/requests/sessions.py,rebuild_auth,5,14,3,309,332,data-research/python_functions/HP-030.py
